Year,GEO_ID,CountyName,StateName,StateCode,CountyCode,TotalEstimate,TotalMargin
2013,0500000US51095,James City County,Virginia,51,95,76960,2165
2013,0500000US51167,Russell County,Virginia,51,167,33872,2120
2013,0500000US51173,Smyth County,Virginia,51,173,37239,2192
2013,0500000US51515,Bedford city,Virginia,51,515,35593,5834
2013,0500000US51678,Lexington city,Virginia,51,678,36505,6973
2013,0500000US51031,Campbell County,Virginia,51,31,47162,2374
2013,0500000US51089,Henry County,Virginia,51,89,34984,1207
2013,0500000US51099,King George County,Virginia,51,99,81753,3879
2013,0500000US51103,Lancaster County,Virginia,51,103,49248,5110
2013,0500000US51105,Lee County,Virginia,51,105,31308,1776
2013,0500000US51115,Mathews County,Virginia,51,115,55192,10862
2013,0500000US51147,Prince Edward County,Virginia,51,147,37436,3383
2013,0500000US51149,Prince George County,Virginia,51,149,63074,5194
2013,0500000US51165,Rockingham County,Virginia,51,165,52195,1698
2013,0500000US51169,Scott County,Virginia,51,169,38355,2238
2013,0500000US51181,Surry County,Virginia,51,181,47292,7922
2013,0500000US51011,Appomattox County,Virginia,51,11,50167,3948
2013,0500000US51067,Franklin County,Virginia,51,67,45624,1929
2013,0500000US51117,Mecklenburg County,Virginia,51,117,36261,2387
2013,0500000US51121,Montgomery County,Virginia,51,121,45543,1756
2013,0500000US51015,Augusta County,Virginia,51,15,52027,2204
2013,0500000US51049,Cumberland County,Virginia,51,49,40557,7133
2013,0500000US51075,Goochland County,Virginia,51,75,80976,5829
2013,0500000US51083,Halifax County,Virginia,51,83,34659,2268
2013,0500000US51113,Madison County,Virginia,51,113,53459,3128
2013,0500000US51153,Prince William County,Virginia,51,153,98071,1668
2013,0500000US51175,Southampton County,Virginia,51,175,46150,3633
2013,0500000US51025,Brunswick County,Virginia,51,25,36293,2482
2013,0500000US51033,Caroline County,Virginia,51,33,57218,4588
2013,0500000US51131,Northampton County,Virginia,51,131,33635,4481
2013,0500000US51141,Patrick County,Virginia,51,141,34864,2345
2013,0500000US51163,Rockbridge County,Virginia,51,163,48313,3448
2013,0500000US51171,Shenandoah County,Virginia,51,171,49625,2770
2013,0500000US51720,Norton city,Virginia,51,720,39416,8522
2013,0500000US51790,Staunton city,Virginia,51,790,38501,2246
2013,0500000US51065,Fluvanna County,Virginia,51,65,68288,3968
2013,0500000US51007,Amelia County,Virginia,51,7,52885,4718
2013,0500000US51750,Radford city,Virginia,51,750,30714,5936
2013,0500000US51840,Winchester city,Virginia,51,840,44200,2441
2013,0500000US51001,Accomack County,Virginia,51,1,39328,3034
2013,0500000US51045,Craig County,Virginia,51,45,47806,7364
2013,0500000US51063,Floyd County,Virginia,51,63,44618,3719
2013,0500000US51071,Giles County,Virginia,51,71,45141,2777
2013,0500000US51077,Grayson County,Virginia,51,77,30710,3106
2013,0500000US51135,Nottoway County,Virginia,51,135,36607,2571
2013,0500000US51157,Rappahannock County,Virginia,51,157,56438,6082
2013,0500000US51036,Charles City County,Virginia,51,36,48428,2018
2013,0500000US51047,Culpeper County,Virginia,51,47,64423,4002
2013,0500000US51053,Dinwiddie County,Virginia,51,53,52027,2185
2013,0500000US51079,Greene County,Virginia,51,79,59358,3928
2013,0500000US51085,Hanover County,Virginia,51,85,75070,1936
2013,0500000US51111,Lunenburg County,Virginia,51,111,35237,3721
2013,0500000US51137,Orange County,Virginia,51,137,60287,2908
2013,0500000US51595,Emporia city,Virginia,51,595,32155,4192
2013,0500000US51197,Wythe County,Virginia,51,197,41275,2416
2013,0500000US51570,Colonial Heights city,Virginia,51,570,50835,3026
2013,0500000US51660,Harrisonburg city,Virginia,51,660,38048,2089
2013,0500000US51021,Bland County,Virginia,51,21,42139,3626
2013,0500000US51023,Botetourt County,Virginia,51,23,65935,3632
2013,0500000US51029,Buckingham County,Virginia,51,29,38648,2875
2013,0500000US51520,Bristol city,Virginia,51,520,32221,3099
2013,0500000US51580,Covington city,Virginia,51,580,34319,3077
2013,0500000US51830,Williamsburg city,Virginia,51,830,48616,2700
2013,0500000US51810,Virginia Beach city,Virginia,51,810,65219,859
2013,0500000US51035,Carroll County,Virginia,51,35,32853,2192
2013,0500000US51191,Washington County,Virginia,51,191,41897,2436
2013,0500000US51193,Westmoreland County,Virginia,51,193,49157,3913
2013,0500000US51139,Page County,Virginia,51,139,42906,2147
2013,0500000US51155,Pulaski County,Virginia,51,155,44312,2021
2013,0500000US51510,Alexandria city,Virginia,51,510,85706,2296
2013,0500000US51590,Danville city,Virginia,51,590,30786,1595
2013,0500000US51650,Hampton city,Virginia,51,650,50705,1412
2013,0500000US51009,Amherst County,Virginia,51,9,44945,3149
2013,0500000US51017,Bath County,Virginia,51,17,51365,6510
2013,0500000US51027,Buchanan County,Virginia,51,27,29848,2537
2013,0500000US51700,Newport News city,Virginia,51,700,51027,966
2013,0500000US51179,Stafford County,Virginia,51,179,97110,2291
2013,0500000US51680,Lynchburg city,Virginia,51,680,38138,1832
2013,0500000US51760,Richmond city,Virginia,51,760,40496,963
2013,0500000US51690,Martinsville city,Virginia,51,690,28116,3512
2013,0500000US51057,Essex County,Virginia,51,57,44885,4502
2013,0500000US51185,Tazewell County,Virginia,51,185,35693,2281
2013,0500000US51530,Buena Vista city,Virginia,51,530,36591,8171
2013,0500000US51685,Manassas Park city,Virginia,51,685,71227,4405
2013,0500000US51730,Petersburg city,Virginia,51,730,34424,2621
2013,0500000US51183,Sussex County,Virginia,51,183,39635,3529
2013,0500000US51600,Fairfax city,Virginia,51,600,97242,7930
2013,0500000US51683,Manassas city,Virginia,51,683,71036,3067
2013,0500000US51770,Roanoke city,Virginia,51,770,38145,1657
2013,0500000US51800,Suffolk city,Virginia,51,800,66085,1952
2013,0500000US51037,Charlotte County,Virginia,51,37,33015,3482
2013,0500000US51041,Chesterfield County,Virginia,51,41,72088,1012
2013,0500000US51081,Greensville County,Virginia,51,81,39697,3664
2013,0500000US51093,Isle of Wight County,Virginia,51,93,63942,1998
2013,0500000US51620,Franklin city,Virginia,51,620,31928,2679
2013,0500000US51540,Charlottesville city,Virginia,51,540,44601,3664
2013,0500000US51087,Henrico County,Virginia,51,87,61048,1013
2013,0500000US51101,King William County,Virginia,51,101,62670,3400
2013,0500000US51109,Louisa County,Virginia,51,109,54518,4024
2013,0500000US51119,Middlesex County,Virginia,51,119,53309,4393
2013,0500000US51159,Richmond County,Virginia,51,159,47083,6346
2013,0500000US51177,Spotsylvania County,Virginia,51,177,78345,2456
2013,0500000US51043,Clarke County,Virginia,51,43,77597,6142
2013,0500000US51097,King and Queen County,Virginia,51,97,48372,3388
2013,0500000US51127,New Kent County,Virginia,51,127,70618,4365
2013,0500000US51051,Dickenson County,Virginia,51,51,33318,2122
2013,0500000US51107,Loudoun County,Virginia,51,107,122238,1652
2013,0500000US51161,Roanoke County,Virginia,51,161,60795,1898
2013,0500000US51091,Highland County,Virginia,51,91,49625,7714
2013,0500000US51073,Gloucester County,Virginia,51,73,60519,2722
2013,0500000US51145,Powhatan County,Virginia,51,145,76548,5576
2013,0500000US51061,Fauquier County,Virginia,51,61,88409,3809
2013,0500000US51550,Chesapeake city,Virginia,51,550,69743,1753
2013,0500000US51003,Albemarle County,Virginia,51,3,67725,2567
